order_no,order_date,customer name,address,city,state,customer_type,account_id,order_priority,product_id,product_container,ship_mode,ship_date,cost_price,retail_price,order_quantity,sub_total,discount_%,discount_$,order_total,shipping_cost,total
5815-1,3/3/2015,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,7,High,101,Wrap Bag,Regular Air,3/4/2015,5.22,9.85,41,403.85,0.05,20.19,403.8,4.82,408.62
5816-1,3/4/2015,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,10,High,116,Wrap Bag,Regular Air,3/6/2015,2.16,3.85,4,15.4,0.09,1.39,15.31,0.7,16.01
5818-1,3/6/2015,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,High,11,Small Box,Regular Air,3/7/2015,5.33,8.6,2,17.2,0.05,0.86,17.15,6.19,23.34
5819-1,3/11/2015,Anthony Garverick,"470 Anzac Parade,Kingsford",Sydney,NSW,Small Business,1,High,40,Wrap Bag,Regular Air,3/12/2015,3.75,7.08,12,84.96,0.1,8.5,84.86,2.35,87.21
5821-1,3/12/2015,Susan Pistek,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,4,Critical,77,Small Box,Regular Air,3/13/2015,1.94,3.08,4,12.32,0.03,0.37,12.29,0.99,13.28
5822-1,3/15/2015,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Consumer,10,High,87,Small Box,Regular Air,3/17/2015,2.18,3.52,49,172.48,0.08,13.8,172.4,6.83,179.23
5824-1,3/16/2015,Keith Dawkins,"402 Argyle St,Moss Vale",Sydney,NSW,Home Office,6,Not Specified,125,Jumbo Drum,Delivery Truck,3/17/2015,315.61,500.97,3,1502.91,0.06,90.17,1502.85,69.3,1572.15
5826-1,3/16/2015,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,High,93,Small Box,Regular Air,3/16/2015,14.95,34.76,43,1494.68,0,0,1494.68,8.22,1502.9
5827-1,3/17/2015,Natalie Webber,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Consumer,4,Critical,37,Wrap Bag,Regular Air,3/19/2015,21.56,36.55,2,73.1,0.03,2.19,73.07,13.89,86.96
5829-1,3/17/2015,Jonathan Howell,"180 High Street,Windsor",Melbourne,VIC,Consumer,8,Medium,48,Small Box,Regular Air,3/17/2015,12.39,19.98,32,639.36,0.05,31.97,639.31,5.77,645.08
5831-1,3/18/2015,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,7,Critical,141,Small Pack,Regular Air,3/21/2015,2.87,6.84,35,239.4,0.02,4.79,239.38,4.42,243.8
5832-1,3/20/2015,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,Critical,43,Small Box,Express Air,3/21/2015,6.4,29.1,50,1455,0.09,130.95,1454.91,4,1458.91
5834-1,3/21/2015,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,9,Critical,40,Wrap Bag,Regular Air,3/22/2015,3.75,7.08,31,219.48,0.01,2.19,219.47,2.35,221.82
5835-1,3/22/2015,Tom Ashbrook,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,6,High,17,Small Box,Express Air,3/23/2015,4.59,7.28,40,291.2,0.04,11.65,291.16,11.15,302.31
5837-1,3/24/2015,Astrea Jones,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,5,Medium,102,Small Box,Regular Air,3/26/2015,3.37,5.53,23,127.19,0.1,12.72,127.09,6.98,134.07
5838-1,3/24/2015,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,9,Critical,22,Small Box,Regular Air,3/25/2015,3.52,5.68,8,45.44,0.02,0.91,45.42,1.39,46.81
5840-1,3/25/2015,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,9,Not Specified,25,Medium Box,Regular Air,3/27/2015,8.82,20.99,45,944.55,0.03,28.34,944.52,4.81,949.33
5841-1,3/25/2015,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,7,Not Specified,80,Wrap Bag,Express Air,3/27/2015,1.53,2.78,34,94.52,0,0,94.52,1.34,95.86
5842-1,3/30/2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,8,Medium,35,Small Box,Regular Air,4/1/2015,54.52,100.97,13,1312.61,0.06,78.76,1312.55,7.18,1319.73
5843-1,4/4/2015,Valerie Mitchum,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,6,Medium,4,Jumbo Drum,Delivery Truck,4/5/2015,75,120.97,38,4596.86,0.09,413.72,4596.77,26.3,4623.07
5845-1,4/4/2015,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,8,High,114,Wrap Bag,Regular Air,4/5/2015,2.59,3.98,2,7.96,0.04,0.32,7.92,2.97,10.89
5847-1,4/8/2015,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Home Office,13,Critical,102,Small Box,Regular Air,4/9/2015,3.37,5.53,9,49.77,0.09,4.48,49.68,6.98,56.66
5848-1,4/8/2015,Craig Molinari,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Small Business,4,Not Specified,51,Wrap Bag,Regular Air,4/9/2015,3.48,5.43,13,70.59,0.02,1.41,70.57,0.95,71.52
5850-1,4/10/2015,Bradley Nguyen,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,3,High,144,Small Box,Regular Air,4/13/2015,3.53,8.62,50,431,0.07,30.17,430.93,4.5,435.43
5851-1,4/10/2015,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,7,Critical,28,Small Box,Regular Air,4/12/2015,6.39,19.98,35,699.3,0.1,69.93,699.2,4,703.2
5852-1,4/10/2015,Katrina Edelman,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,14,Critical,80,Wrap Bag,Regular Air,4/11/2015,1.53,2.78,19,52.82,0.06,3.17,52.76,1.34,54.1
5854-1,4/11/2015,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,3,Medium,30,Small Box,Regular Air,4/12/2015,10.07,15.98,40,639.2,0.01,6.39,639.19,4,643.19
5856-1,4/13/2015,Alejandro Grove,"155 Oxford Street,Darlinghurst",Sydney,NSW,Corporate,2,High,116,Wrap Bag,Regular Air,4/14/2015,2.16,3.85,42,161.7,0.01,1.62,161.69,0.7,162.39
5857-1,4/18/2015,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,9,Medium,102,Small Box,Regular Air,4/19/2015,3.37,5.53,30,165.9,0.01,1.66,165.89,6.98,172.87
5859-1,4/18/2015,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Corporate,8,Medium,102,Small Box,Regular Air,4/19/2015,3.37,5.53,27,149.31,0.04,5.97,149.27,6.98,156.25
5861-1,4/18/2015,Trudy Schmidt,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Small Business,14,Medium,84,Small Box,Regular Air,4/18/2015,3.5,5.74,23,132.02,0.06,7.92,131.96,5.01,136.97
5863-1,4/19/2015,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Not Specified,28,Small Box,Express Air,4/19/2015,6.39,19.98,6,119.88,0.08,9.59,119.8,4,123.8
5865-1,4/20/2015,Art Ferguson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,3,High,61,Wrap Bag,Express Air,4/22/2015,2.98,5.84,12,70.08,0.02,1.4,70.06,0.83,70.89
5867-1,4/23/2015,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Small Business,2,High,113,Large Box,Regular Air,4/23/2015,377.99,599.99,50,29999.5,0.09,2699.96,29999.41,24.49,30023.9
5868-1,4/24/2015,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,1,Low,53,Wrap Bag,Regular Air,4/24/2015,1.76,3.38,31,104.78,0.04,4.19,104.74,0.85,105.59
5869-1,4/25/2015,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,8,Critical,71,Wrap Bag,Regular Air,4/26/2015,0.24,1.26,35,44.1,0.1,4.41,44,0.7,44.7
5869-2,4/25/2015,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,8,Critical,2,Wrap Bag,Regular Air,4/27/2015,2.39,4.26,8,34.08,0.1,3.41,33.98,1.2,35.18
5870-1,4/25/2015,Frank Carlisle,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,8,Critical,72,Large Box,Regular Air,4/27/2015,216,449.99,2,899.98,0.08,72,899.9,24.49,924.39
5872-1,4/26/2015,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Home Office,9,Critical,36,Small Box,Regular Air,4/28/2015,13.88,22.38,6,134.28,0,0,134.28,15.1,149.38
5873-1,4/28/2015,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,8,Low,74,Small Box,Express Air,4/30/2015,3.65,5.98,50,299,0.09,26.91,298.91,1.49,300.4
5875-1,4/28/2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,8,Not Specified,125,Jumbo Drum,Delivery Truck,5/1/2015,315.61,500.97,44,22042.68,0.09,1983.84,22042.59,69.3,22111.89
5877-1,4/29/2015,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Low,130,Small Box,Regular Air,5/4/2015,1.84,2.88,29,83.52,0.03,2.51,83.49,0.99,84.48
5879-1,4/30/2015,Pauline Webber,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,9,High,81,Small Box,Regular Air,5/2/2015,2.26,3.58,7,25.06,0.09,2.26,24.97,5.47,30.44
5881-1,5/1/2015,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,NSW,Small Business,6,Not Specified,137,Small Box,Regular Air,5/2/2015,4.03,9.38,31,290.78,0.08,23.26,290.7,7.28,297.98
5882-1,5/2/2015,Denny Blanton,"105 Pitt St,Sydney",Sydney,NSW,Home Office,10,Critical,16,Small Pack,Regular Air,5/3/2015,3.42,8.34,21,175.14,0.03,5.25,175.11,2.64,177.75
5884-1,5/3/2015,Suzanne McNair,"Crown Complex,Southbank",Melbourne,VIC,Corporate,8,Critical,30,Small Box,Regular Air,5/5/2015,10.07,15.98,26,415.48,0.03,12.46,415.45,4,419.45
5885-1,5/4/2015,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,2,High,126,Small Box,Regular Air,5/5/2015,84.22,210.55,18,3789.9,0.05,189.5,3789.85,9.99,3799.84
5886-1,5/6/2015,Michelle Lonsdale,"180 High Street,Windsor",Melbourne,VIC,Home Office,8,Low,36,Small Box,Regular Air,5/8/2015,13.88,22.38,45,1007.1,0.05,50.36,1007.05,15.1,1022.15
5887-1,5/11/2015,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,Medium,119,Small Pack,Regular Air,5/13/2015,4.19,10.23,46,470.58,0.05,23.53,470.53,4.68,475.21
5887-2,5/11/2015,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,Medium,74,Small Box,Regular Air,5/13/2015,3.65,5.98,4,23.92,0.07,1.67,23.85,1.49,25.34
5891-1,5/12/2015,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,9,High,129,Wrap Bag,Regular Air,5/14/2015,1.88,3.14,50,157,0,0,157,1.14,158.14
5893-1,5/14/2015,Ricardo Block,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,5,Medium,71,Wrap Bag,Express Air,5/14/2015,0.24,1.26,35,44.1,0.06,2.65,44.04,0.7,44.74
5894-1,5/14/2015,Shui Tom,"1 John Street,Waterloo",Sydney,NSW,Home Office,10,High,54,Small Box,Regular Air,5/16/2015,178.83,415.88,11,4574.68,0.06,274.48,4574.62,11.37,4585.99
5896-1,5/15/2015,Penelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Home Office,2,High,89,Small Pack,Regular Air,5/17/2015,5.19,12.98,23,298.54,0.01,2.99,298.53,3.14,301.67
5897-1,5/17/2015,Muhammed MacIntyre,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,5,High,69,Wrap Bag,Regular Air,5/18/2015,3.88,6.47,7,45.29,0.02,0.91,45.27,1.22,46.49
5898-1,5/17/2015,Frank Hawley,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Home Office,4,Not Specified,48,Small Box,Regular Air,5/20/2015,12.39,19.98,33,659.34,0.09,59.34,659.25,5.77,665.02
5900-1,5/18/2015,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,Not Specified,6,Small Box,Regular Air,5/18/2015,1.19,1.98,29,57.42,0.09,5.17,57.33,4.77,62.1
5902-1,5/18/2015,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,7,Low,52,Small Pack,Regular Air,5/25/2015,20.18,35.41,1,35.41,0.1,3.54,35.31,1.99,37.3
5904-1,5/19/2015,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Critical,79,Small Box,Regular Air,5/20/2015,1.84,2.88,16,46.08,0.05,2.3,46.03,1.49,47.52
5906-1,5/20/2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,8,High,79,Small Box,Regular Air,5/23/2015,1.84,2.88,26,74.88,0.08,5.99,74.8,1.49,76.29
5907-1,5/20/2015,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,8,Critical,52,Small Pack,Regular Air,5/22/2015,20.18,35.41,49,1735.09,0.02,34.7,1735.07,1.99,1737.06
5908-1,5/20/2015,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,12,Critical,21,Small Box,Regular Air,5/21/2015,81.59,159.99,19,3039.81,0.1,303.98,3039.71,5.5,3045.21
5909-1,5/22/2015,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,3,Critical,111,Wrap Bag,Regular Air,5/24/2015,2.31,3.78,19,71.82,0.03,2.15,71.79,0.71,72.5
5911-1,5/24/2015,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,Medium,5,Wrap Bag,Regular Air,5/25/2015,0.9,2.1,17,35.7,0.09,3.21,35.61,0.7,36.31
5913-1,5/24/2015,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,8,Low,40,Wrap Bag,Regular Air,5/28/2015,3.75,7.08,49,346.92,0,0,346.92,2.35,349.27
5914-1,5/26/2015,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Corporate,9,Critical,7,Wrap Bag,Regular Air,5/28/2015,1.09,2.6,8,20.8,0.04,0.83,20.76,2.4,23.16
5916-1,5/27/2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,3,Not Specified,28,Small Box,Regular Air,5/29/2015,6.39,19.98,7,139.86,0.09,12.59,139.77,4,143.77
5917-1,5/28/2015,Lynn Smith,"61A Bay Road,Wollstonecraft",Sydney,NSW,Corporate,2,Not Specified,7,Wrap Bag,Express Air,5/29/2015,1.09,2.6,42,109.2,0.05,5.46,109.15,2.4,111.55
5919-1,5/29/2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,8,High,130,Small Box,Regular Air,5/31/2015,1.84,2.88,24,69.12,0.07,4.84,69.05,0.99,70.04
5921-1,5/31/2015,George Bell,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,9,Not Specified,25,Medium Box,Express Air,6/2/2015,8.82,20.99,18,377.82,0,0,377.82,4.81,382.63
5923-1,5/31/2015,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,8,Medium,34,Small Pack,Regular Air,6/1/2015,1.87,8.12,3,24.36,0.03,0.73,24.33,2.83,27.16
5925-1,5/31/2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,12,Low,93,Small Box,Regular Air,6/5/2015,14.95,34.76,43,1494.68,0.08,119.57,1494.6,8.22,1502.82
5927-1,6/1/2015,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,8,Low,119,Small Pack,Regular Air,6/6/2015,4.19,10.23,35,358.05,0.01,3.58,358.04,4.68,362.72
5928-1,6/8/2015,Michael Chen,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Consumer,2,Critical,96,Small Box,Regular Air,6/10/2015,62.4,155.99,21,3275.79,0.08,262.06,3275.71,8.08,3283.79
5930-1,6/8/2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,3,Not Specified,113,Large Box,Regular Air,6/9/2015,377.99,599.99,41,24599.59,0.09,2213.96,24599.5,24.49,24623.99
5931-1,6/10/2015,Alan Schoenberger,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Corporate,14,Critical,8,Small Box,Regular Air,6/12/2015,99.39,162.93,36,5865.48,0.09,527.89,5865.39,19.99,5885.38
5932-1,6/10/2015,Liz MacKendrick,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,8,Low,22,Small Box,Regular Air,6/14/2015,3.52,5.68,8,45.44,0.05,2.27,45.39,1.39,46.78
5933-1,6/11/2015,Tamara Chand,"96 Liverpool St,Sydney",Sydney,NSW,Consumer,2,Low,104,Small Pack,Regular Air,6/11/2015,3.51,8.57,22,188.54,0.1,18.85,188.44,6.14,194.58
5935-1,6/11/2015,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,4,High,106,Wrap Bag,Express Air,6/13/2015,0.93,1.6,24,38.4,0.04,1.54,38.36,1.29,39.65
5937-1,6/13/2015,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,12,Not Specified,19,Small Pack,Regular Air,6/16/2015,5.5,12.22,8,97.76,0.1,9.78,97.66,2.85,100.51
5938-1,6/14/2015,Annie Cyprus,"180 High Street,Windsor",Melbourne,VIC,Home Office,8,High,70,Wrap Bag,Regular Air,6/15/2015,1.31,2.84,23,65.32,0.06,3.92,65.26,0.93,66.19
5939-1,6/20/2015,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,Not Specified,17,Small Box,Regular Air,6/22/2015,4.59,7.28,16,116.48,0.07,8.15,116.41,11.15,127.56
5941-1,6/21/2015,Erica Bern,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,7,Medium,47,Small Box,Regular Air,6/23/2015,2.25,3.69,42,154.98,0.06,9.3,154.92,2.5,157.42
5943-1,6/25/2015,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,2,Medium,7,Wrap Bag,Regular Air,6/25/2015,1.09,2.6,26,67.6,0.08,5.41,67.52,2.4,69.92
5943-2,6/25/2015,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,2,Medium,91,Small Box,Regular Air,6/27/2015,42.11,80.98,34,2753.32,0.02,55.07,2753.3,7.18,2760.48
5944-1,6/25/2015,Beth Paige,"73 York St,Sydney",Sydney,NSW,Consumer,1,High,42,Small Box,Express Air,6/26/2015,1.18,1.88,5,9.4,0.08,0.75,9.32,1.49,10.81
5947-1,6/27/2015,Stefania Perrino,"180 High Street,Windsor",Melbourne,VIC,Corporate,8,Medium,74,Small Box,Regular Air,6/29/2015,3.65,5.98,50,299,0.02,5.98,298.98,1.49,300.47
5949-1,6/27/2015,Arianne Irving,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,8,High,80,Wrap Bag,Regular Air,6/27/2015,1.53,2.78,44,122.32,0.07,8.56,122.25,1.34,123.59
5951-1,6/27/2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,12,Not Specified,87,Small Box,Regular Air,6/29/2015,2.18,3.52,1,3.52,0.04,0.14,3.48,6.83,10.31
5952-1,6/28/2015,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,7,Medium,90,Small Box,Express Air,6/30/2015,2.45,3.89,32,124.48,0.1,12.45,124.38,7.01,131.39
5953-1,6/28/2015,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Medium,79,Small Box,Regular Air,6/30/2015,1.84,2.88,25,72,0.04,2.88,71.96,1.49,73.45
5955-1,6/28/2015,Max Engle,"501 George St,Sydney",Sydney,NSW,Corporate,2,Not Specified,73,Small Box,Regular Air,6/29/2015,6.51,30.98,6,185.88,0.01,1.86,185.87,6.5,192.37
5956-1,6/29/2015,Michelle Huthwaite,"155 Oxford Street,Darlinghurst",Sydney,NSW,Home Office,2,Low,130,Small Box,Regular Air,7/3/2015,1.84,2.88,49,141.12,0.01,1.41,141.11,0.99,142.1
5958-1,7/2/2015,Randy Ferguson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,6,Low,19,Small Pack,Regular Air,7/9/2015,5.5,12.22,46,562.12,0.03,16.86,562.09,2.85,564.94
5960-1,7/2/2015,Karen Ferguson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,7,Critical,59,Wrap Bag,Regular Air,7/4/2015,11.11,19.84,1,19.84,0.05,0.99,19.79,4.1,23.89
5962-1,7/4/2015,Ralph Kennedy,"53-55 Liverpool Street,Sydney",Sydney,NSW,Corporate,1,Not Specified,105,Small Pack,Regular Air,7/4/2015,11.38,18.65,44,820.6,0.03,24.62,820.57,3.77,824.34
5964-1,7/4/2015,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Corporate,9,High,67,Small Box,Regular Air,7/5/2015,2.74,4.49,15,67.35,0.05,3.37,67.3,1.49,68.79
5965-1,7/5/2015,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,1,Critical,25,Medium Box,Regular Air,7/7/2015,8.82,20.99,49,1028.51,0.06,61.71,1028.45,4.81,1033.26
5967-1,7/9/2015,Keith Dawkins,"402 Argyle St,Moss Vale",Sydney,NSW,Home Office,6,Not Specified,88,Large Box,Regular Air,7/10/2015,56.16,136.98,7,958.86,0.02,19.18,958.84,24.49,983.33
5968-1,7/11/2015,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Small Business,10,Medium,140,Wrap Bag,Regular Air,7/13/2015,0.94,1.88,22,41.36,0.07,2.9,41.29,0.79,42.08
5969-1,7/12/2015,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,10,Low,98,Small Box,Regular Air,7/14/2015,11.04,16.98,1,16.98,0.03,0.51,16.95,12.39,29.34
5971-1,7/14/2015,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,1,Low,51,Wrap Bag,Express Air,7/19/2015,3.48,5.43,48,260.64,0.05,13.03,260.59,0.95,261.54
5973-1,7/15/2015,Barry Gonzalez,"797 Botany Rd,Rosebery",Sydney,NSW,Consumer,4,Low,101,Wrap Bag,Regular Air,7/19/2015,5.22,9.85,21,206.85,0.1,20.69,206.75,4.82,211.57
5974-1,7/16/2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,8,Low,135,Wrap Bag,Regular Air,7/20/2015,0.92,1.81,48,86.88,0.02,1.74,86.86,1.56,88.42
5976-1,7/17/2015,Barry Blumstein,"6 Mary St,Newtown",Sydney,NSW,Small Business,2,High,3,Wrap Bag,Regular Air,7/17/2015,2.41,3.71,13,48.23,0.06,2.89,48.17,1.93,50.1
5977-1,7/18/2015,Cynthia Delaney,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,6,High,92,Small Pack,Regular Air,7/20/2015,2.5,5.68,21,119.28,0.07,8.35,119.21,3.6,122.81
5978-1,7/18/2015,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,9,High,81,Small Box,Regular Air,7/20/2015,2.26,3.58,43,153.94,0.08,12.32,153.86,5.47,159.33
5980-1,7/19/2015,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,8,Medium,84,Small Box,Regular Air,7/20/2015,3.5,5.74,41,235.34,0.08,18.83,235.26,5.01,240.27
5982-1,7/20/2015,Neil French,"523 King St,Newtown",Sydney,NSW,Consumer,7,Critical,110,Small Pack,Regular Air,7/23/2015,4.1,9.31,26,242.06,0.06,14.52,242,3.98,245.98
5983-1,7/23/2015,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,1,Low,29,Small Box,Regular Air,7/30/2015,32.02,152.48,14,2134.72,0.03,64.04,2134.69,4,2138.69
5984-1,7/23/2015,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,Not Specified,60,Wrap Bag,Express Air,7/24/2015,3.32,5.18,1,5.18,0,0,5.18,2.04,7.22
5985-1,7/23/2015,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,8,Critical,42,Small Box,Regular Air,7/24/2015,1.18,1.88,8,15.04,0.05,0.75,14.99,1.49,16.48
5987-1,7/24/2015,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,8,High,6,Small Box,Regular Air,7/26/2015,1.19,1.98,21,41.58,0.01,0.42,41.57,4.77,46.34
5988-1,7/24/2015,Fred Chung,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,2,High,103,Wrap Bag,Regular Air,7/26/2015,1.76,2.94,35,102.9,0.09,9.26,102.81,0.81,103.62
5990-1,7/25/2015,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,9,High,129,Wrap Bag,Express Air,7/26/2015,1.88,3.14,43,135.02,0.07,9.45,134.95,1.14,136.09
5990-2,7/25/2015,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,9,High,82,Small Pack,Regular Air,7/27/2015,1.46,3.57,19,67.83,0.08,5.43,67.75,4.17,71.92
5993-1,7/25/2015,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Home Office,9,Critical,64,Small Box,Regular Air,7/28/2015,1.98,3.15,17,53.55,0.05,2.68,53.5,0.49,53.99
5994-1,7/26/2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,3,Medium,17,Small Box,Express Air,7/27/2015,4.59,7.28,20,145.6,0.1,14.56,145.5,11.15,156.65
5996-1,7/26/2015,Carl Jackson,"6 Mary St,Newtown",Sydney,NSW,Corporate,2,High,97,Small Box,Regular Air,7/26/2015,4.53,7.3,12,87.6,0.03,2.63,87.57,7.72,95.29
5997-1,7/27/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,8,Low,85,Wrap Bag,Express Air,7/31/2015,0.93,1.48,37,54.76,0.04,2.19,54.72,0.7,55.42
5997-2,7/27/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,8,Low,59,Wrap Bag,Regular Air,8/1/2015,11.11,19.84,28,555.52,0.08,44.44,555.44,4.1,559.54
6000-1,7/29/2015,Jack Lebron,"180 High Street,Windsor",Melbourne,VIC,Corporate,8,High,80,Wrap Bag,Regular Air,7/31/2015,1.53,2.78,38,105.64,0.1,10.56,105.54,1.34,106.88
6001-1,7/29/2015,Toby Grace,"324A King St,Newtown",Sydney,NSW,Home Office,3,Not Specified,10,Small Box,Regular Air,7/30/2015,54.29,90.48,15,1357.2,0.01,13.57,1357.19,19.99,1377.18
